t,x,y
5.750000000000006,57,157
5.791666666666673,57,157
5.83333333333334,228,859
5.875000000000007,228,819
5.916666666666674,227,780
5.958333333333341,226,751
6.000000000000008,226,751
6.041666666666675,226,734
6.083333333333342,225,730
6.125000000000009,223,736
6.166666666666676,222,755
6.208333333333343,222,755
6.25000000000001,222,786
6.291666666666677,221,829
6.333333333333344,146,168
6.375000000000011,222,964
6.416666666666678,222,964
6.458333333333345,221,952
6.5000000000000115,144,169
6.5416666666666785,218,847
6.5833333333333455,218,812
6.625000000000012,218,812
6.666666666666679,218,789
6.708333333333346,218,777
6.750000000000013,218,777
6.79166666666668,219,788
6.833333333333347,218,788
6.875000000000014,219,812
6.916666666666681,219,847
6.958333333333348,10,156
7.000000000000015,219,964
7.041666666666682,219,964
7.083333333333349,220,966
7.125000000000016,221,915
7.166666666666683,223,864
7.20833333333335,223,841
7.250000000000017,224,841
7.291666666666684,226,821
7.333333333333351,227,816
7.375000000000018,228,820
7.416666666666685,229,838
7.458333333333352,229,838
7.500000000000019,231,862
7.541666666666686,234,913
7.583333333333353,236,969
7.6250000000000195,236,988
7.6666666666666865,237,987
7.7083333333333535,235,939
7.75000000000002,234,899
7.791666666666687,232,866
7.833333333333354,231,855
7.875000000000021,231,855
7.916666666666688,231,854
7.958333333333355,230,862
8.000000000000021,230,889
8.041666666666687,230,927
8.083333333333353,230,927
8.12500000000002,228,977
8.166666666666686,227,1018
8.208333333333352,228,973
8.250000000000018,227,936
8.291666666666684,227,936
8.33333333333335,227,911
8.375000000000016,226,897
8.416666666666682,226,897
8.458333333333348,226,910
8.500000000000014,226,910
8.54166666666668,226,936
8.583333333333346,226,975
8.625000000000012,226,1030
8.666666666666679,224,1016
8.708333333333345,225,1017
8.75000000000001,223,976
8.791666666666677,220,950
8.833333333333343,217,936
8.875000000000009,215,936
8.916666666666675,215,936
8.958333333333341,213,949
9.000000000000007,211,976
9.041666666666673,208,1019
9.08333333333334,206,1064
9.125000000000005,206,1064
9.166666666666671,206,1030
9.208333333333337,205,998
9.250000000000004,204,980
9.29166666666667,204,975
9.333333333333336,204,975
9.375000000000002,204,984
9.416666666666668,204,1007
9.458333333333334,204,1046
9.5,203,1083
9.541666666666666,204,1083
9.583333333333332,203,1062
9.624999999999998,203,1032
9.666666666666664,203,1015
9.70833333333333,203,1011
9.749999999999996,203,1011
9.791666666666663,204,1023
9.833333333333329,205,1049
9.874999999999995,206,1082
9.91666666666666,114,172
9.958333333333327,112,172
9.999999999999993,203,1076
10.041666666666659,201,1056
10.083333333333325,199,1045
10.124999999999991,197,1050
10.166666666666657,197,1050
10.208333333333323,195,1070
10.416666666666654,190,1081
10.45833333333332,190,1076
10.499999999999986,190,1077
10.66666666666665,185,167
10.708333333333316,186,167
